resolution_key,entry,form,pdf_page,style,previous_line_id,next_line_id,left_fragment,right_fragment,printed,joined_candidate,hyphenated_candidate,previous_line_text,next_line_text,llm_suggestion,llm_resolved_text,llm_confidence,approved_resolution,review_status,notes
p0679-l0083|p0679-l0084|first|asylum,negara,negara,679,roman,p0679-l0083,p0679-l0084,first,asylum,first- asylum,firstasylum,first-asylum,pascakolonial postcolonial country. – penampung pertama first-,"asylum country, i.e., a nation which initially took in Indochinese ",preserve_hyphen,first-asylum,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0679-l0087|p0679-l0088|island|state,negara,negara,679,roman,p0679-l0087,p0679-l0088,island,state,island- state,islandstate,island-state,police state. – Poros Axis Powers (during WW II). – pulau island-,"state, e.g., Singapore. – raksasa superpowers. – républik ",preserve_hyphen,island-state,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0680-l0138|p0680-l0139|kené|nék,nénék,nénék-nénék,680,bold,p0680-l0138,p0680-l0139,kené,nék,kené- nék,kenénék,kené-nék,	 nénék-nénék (of women) 1 very old. 2 a very old woman. kené-,nék-nénékan to behave like a very old woman.,remove_hyphen,kenénék,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0681-l0025|p0681-l0026|jalan|jalannya,néon,néon,681,italic,p0681-l0025,p0681-l0026,jalan,jalannya,jalan- jalannya,jalanjalannya,jalan-jalannya,néon (D) neon (light). lampu – neon lamp. memasang – buat jalan-,jalannya to install neon lighting for the streets.,preserve_hyphen,jalan-jalannya,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0681-l0142|p0681-l0143|engah|engah,ngah-ngah,ngah-ngah,681,small_caps,p0681-l0142,p0681-l0143,ENGAH,ENGAH,ENGAH- ENGAH,ENGAHENGAH,ENGAH-ENGAH,"ngah-ngah and ngah-ngih panting, gasping (for breath); → ENGAH-","ENGAH, TERENGAH-ENGAH. ",preserve_hyphen,ENGAH-ENGAH,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0688-l0072|p0688-l0073|anti|inflammation,nonstéroid,nonstéroid,688,roman,p0688-l0072,p0688-l0073,anti,inflammation,anti- inflammation,antiinflammation,anti-inflammation,nonstéroid nonsteroidal. obat anti-inflamasi – a nonsteroidal anti-,inflammation medicine.,preserve_hyphen,anti-inflammation,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0689-l0004|p0689-l0005|aide|mémoire,nota,nota,689,roman,p0689-l0004,p0689-l0005,aide,mémoire,aide- mémoire,aidemémoire,aide-mémoire,krédit credit note. – pengiriman packing note. – penjelasan aide-,mémoire. – penutup contract slip. – penutupan pertanggungan ,remove_hyphen,aidemémoire,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0690-l0058|p0690-l0059|mengulo|nuwuni,nuwun,nuwun,690,bold_italic,p0690-l0058,p0690-l0059,mengulo,nuwuni,mengulo- nuwuni,mengulonuwuni,mengulo-nuwuni,"area, he had to report to the local state apparatus. mengulo-",nuwuni to ask permission of. Majikan bukanlah orang yang ,preserve_hyphen,mengulo-nuwuni,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0692-l0017|p0692-l0018|perse|nyawaan,nyawa,senyawa,692,bold,p0692-l0017,p0692-l0018,perse,nyawaan,perse- nyawaan,persenyawaan,perse-nyawaan,entered into a chemical compound. senyawaan and perse-,nyawaan 1 chemical combination/compound. 2 (gram) com,preserve_hyphen,perse-nyawaan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0694-l0136|p0694-l0137|diobyékpariwisa|takan,obyék,obyék,694,italic,p0694-l0136,p0694-l0137,diobyékpariwisa,takan,diobyékpariwisa- takan,diobyékpariwisatakan,diobyékpariwisa-takan,make s.t. into a tourist attraction. Istana Bogor diobyékpariwisa-,takan. The Bogor (Presidential) Palace has been made into a ,remove_hyphen,diobyékpariwisatakan,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0698-l0077|p0698-l0078|april|agustus,ompong,ompong,698,italic,p0698-l0077,p0698-l0078,April,Agustus,April- Agustus,AprilAgustus,April-Agustus,"TÉMPO 1975-1983, meski ada nomor-nomor – sekitar April-",Agustus 1977. I have a collection of TEMPO magazines from ,preserve_hyphen,April-Agustus,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0702-l0036|p0702-l0037|town|dweller,orang,orang,702,roman,p0702-l0036,p0702-l0037,town,dweller,town- dweller,towndweller,town-dweller,third person/party. – koméng hermaphrodite. – kota city/ town-,"dweller, townsman, urbanite. – kuasa agent, mandatory. – ku-",preserve_hyphen,town-dweller,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0702-l0052|p0702-l0053|per|orang,orang,orang,702,italic,p0702-l0052,p0702-l0053,per,orang,per- orang,perorang,per-orang,recent arrival. – perahu boatpeople (Vietnamese refugees). – per-,"orang (infr) individual. – perseorangan natural person, individual. ",preserve_hyphen,per-orang,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0702-l0070|p0702-l0071|keorang|tuaan,orang,orang,702,bold_italic,p0702-l0070,p0702-l0071,keorang,tuaan,keorang- tuaan,keorangtuaan,keorang-tuaan,berorang tua to have parents. yang tidak ~ parentless. keorang-,tuaan parenthood. – tua-tua désa village elders. – turutan a) fel,preserve_hyphen,keorang-tuaan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0702-l0091|p0702-l0092|orang|seorang,orang,seorang,702,bold,p0702-l0091,p0702-l0092,orang,seorang,orang- seorang,orangseorang,orang-seorang,tang ~ diri. He came all by himself. b) (to feel) lonely. orang-,"seorang individual. seorang-seorang one by one, one at a time. ",preserve_hyphen,orang-seorang,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0703-l0049|p0703-l0050|palés|tina,organisasi,organisasi,703,italic,p0703-l0049,p0703-l0050,Palés,tina,Palés- tina,Paléstina,Palés-tina,movement during the pre-Irian Jaya period. – Pembébasan Palés-,"tina Palestine Liberation Organization, PLO. – perangkat the ",remove_hyphen,Paléstina,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0703-l0112|p0703-l0113|home|oriented,oriéntasi,beroriéntasikan,703,roman,p0703-l0112,p0703-l0113,home,oriented,home- oriented,homeoriented,home-oriented,masalah problem-solving-oriented. ~ rumah tangga home-,oriented. ~ kepada kekuasaan power-oriented. ,preserve_hyphen,home-oriented,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0711-l0125|p0711-l0126|kekurang|pahaman,paham,paham,711,bold_italic,p0711-l0125,p0711-l0126,kekurang,pahaman,kekurang- pahaman,kekurangpahaman,kekurang-pahaman,nothing happens. kurang – to fail to understand s.t. kekurang-,"pahaman misunderstanding, failure to understand s.t. – ",preserve_hyphen,kekurang-pahaman,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0715-l0099|p0715-l0100|memaku|rapatkan,paku,paku,715,bold_italic,p0715-l0099,p0715-l0100,memaku,rapatkan,memaku- rapatkan,memakurapatkan,memaku-rapatkan,spring pin. – pinés thumbtack. – rapat nail in tight. memaku-,rapatkan to nail down. – rebana tack. – sekrup screw. – serat ,preserve_hyphen,memaku-rapatkan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0716-l0064|p0716-l0065|kepalang|mérahan,palang,palang,716,bold_italic,p0716-l0064,p0716-l0065,kepalang,mérahan,kepalang- mérahan,kepalangmérahan,kepalang-mérahan,Mérah Indonésia [PMI] Indonesian Red Cross. ~ kepalang-,mérahan Red Cross (mod). merupakan suatu bentuk ,preserve_hyphen,kepalang-mérahan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0717-l0027|p0717-l0028|most|favored,paling,paling,717,roman,p0717-l0027,p0717-l0028,most,favored,most- favored,mostfavored,most-favored,ident) Ford emphasized his satisfaction with Romania’s most-,favored nation status in matters of trade with the U.S. Yang ,preserve_hyphen,most-favored,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0719-l0008|p0719-l0009|pan|islamisme,pan,pan,719,italic,p0719-l0008,p0719-l0009,Pan,Islamisme,Pan- Islamisme,PanIslamisme,Pan-Islamisme,Pan-Amérika Pan-American. Pan-Arabisme Pan-Arabism. Pan-,Islamisme Pan-Islamism. Pan-Asia Pan-Asian.,preserve_hyphen,Pan-Islamisme,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0719-l0065|p0719-l0066|di|panasembunkan,panas,panas,719,bold_italic,p0719-l0065,p0719-l0066,di,panasembunkan,di- panasembunkan,dipanasembunkan,di-panasembunkan,hot and cold by turns. d) malaria. – embun “heat and dew”. di-,"panasembunkan to be weather-beaten. – hati easily irritated, ",remove_hyphen,dipanasembunkan,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0721-l0143|p0721-l0144|kris|maker,pandai,pandai,721,roman,p0721-l0143,p0721-l0144,kris,maker,kris- maker,krismaker,kris-maker,besi blacksmith. – bubut turner. – emas goldsmith. – keris kris-,maker. – obat (ob) pharmacist. – turap plasterer.,preserve_hyphen,kris-maker,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0725-l0043|p0725-l0044|semi|mythical,panglima,panglima,725,roman,p0725-l0043,p0725-l0044,semi,mythical,semi- mythical,semimythical,semi-mythical,Pangsar] commander-in-chief. – Burung (in Kalimantan) a semi-,mythical Dayak figure. – Daérah Militér [Pangdam] Military ,preserve_hyphen,semi-mythical,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0729-l0061|p0729-l0062|checker|like,papan,papan,729,roman,p0729-l0061,p0729-l0062,checker,like,checker- like,checkerlike,checker-like,"– cuci washboard, scrubbing board. – cuki board for a checker-",like game. – dam checkerboard. – dék deck planking. – ,preserve_hyphen,checker-like,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0735-l0005|p0735-l0006|pipe|fitter,pasang,pemasang,735,roman,p0735-l0005,p0735-l0006,pipe,fitter,pipe- fitter,pipefitter,pipe-fitter,"	 pemasang fitter, installer, etc. ~ iklan advertiser. ~ pipa pipe-",fitter.,preserve_hyphen,pipe-fitter,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0737-l0076|p0737-l0077|sepasu|kan,pasuk berpasuk(-pasuk),pasukan,737,bold,p0737-l0076,p0737-l0077,sepasu,kan,sepasu- kan,sepasukan,sepasu-kan,crack/élite troops. ~ tugas task force. ~ udara air force. sepasu-,kan in the same military force. ,remove_hyphen,sepasukan,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0737-l0096|p0737-l0097|and|go,pat,pat,737,roman,p0737-l0096,p0737-l0097,and,go,and- go,andgo,and-go,"pat III (J) (permainan) –.gulipat 1 a children’s game, k.o. hide-and-","go-seek. 2 hanky-panky, shady dealings; → KONGKALIKONG. main ",preserve_hyphen,and-go,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0739-l0043|p0739-l0044|ketidak|patuhan,patuh,patuh,739,bold_italic,p0739-l0043,p0739-l0044,ketidak,patuhan,ketidak- patuhan,ketidakpatuhan,ketidak-patuhan,undang-undang law-abiding. tidak – disobedient. ketidak-,patuhan disobedience.,preserve_hyphen,ketidak-patuhan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
